Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_9_1 Spectral Count	ALS_9_2 Spectral Count	ALS_9_3 Spectral Count	ALS_9_4 Spectral Count	ALS_9_1 Unique Spectral Count	ALS_9_2 Unique Spectral Count	ALS_9_3 Unique Spectral Count	ALS_9_4 Unique Spectral Count	ALS_9_1 Total Spectral Count	ALS_9_2 Total Spectral Count	ALS_9_3 Total Spectral Count	ALS_9_4 Total Spectral Count	ALS_9_1 Intensity	ALS_9_2 Intensity	ALS_9_3 Intensity	ALS_9_4 Intensity	ALS_9_1 MaxLFQ Intensity	ALS_9_2 MaxLFQ Intensity	ALS_9_3 MaxLFQ Intensity	ALS_9_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A075B6S5|KV127_HUMAN	A0A075B6S5	KV127_HUMAN	IGKV1-27	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-27	0.967	0.999	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	2853977.0	2716310.8	2725959.5	1692672.2	0.0	0.0	0.0	0.0	sp|A0A0C4DH67|KV108_HUMAN, sp|A0A0C4DH69|KV109_HUMAN
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	1.4015633E7	1.3929149E7	1.3836103E7	1.2011485E7	1.279842E7	1.0905364E7	1.3477391E7	1.0074324E7	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-49	1.0	0.9948	3	7	7	11	2	2	2	1	2	2	2	1	3	3	3	2	1364636.5	1149246.8	1485590.4	1056060.5	884465.75	802566.7	1001929.0	695223.2	
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	Homo sapiens	4:Protein predicted	Immunoglobulin kappa joining 1	0.76	0.9904	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	447096.28	462926.03	377776.22	256082.25	0.0	0.0	0.0	0.0	
sp|A0A0B4J1U3|LV136_HUMAN	A0A0B4J1U3	LV136_HUMAN	IGLV1-36	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-36	0.9495	0.9984	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1138556.0	960697.4	913817.7	728586.8	0.0	0.0	0.0	0.0	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 6-1	0.9997	0.9853	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	8298706.0	7294823.0	8190324.0	7276853.0	6375665.5	6079591.5	6837867.5	5653666.0	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	1.0	0.9981	5	8	7	12	2	1	2	3	2	1	2	2	3	2	3	4	1.2250737E7	1.1090978E7	1.1136162E7	1.1775538E7	1.6243043E7	1.6632636E7	1.2952276E7	1.5343246E7	
sp|A0A0B4J2H0|HV69D_HUMAN	A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-69D	0.9553	0.9986	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	0.0	1234273.9	829590.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH24|KV621_HUMAN	A0A0C4DH24	KV621_HUMAN	IGKV6-21	114	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 6-21	0.8113	0.9929	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	396471.62	937271.4	750816.25	339666.2	0.0	0.0	0.0	0.0	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9932	0.984	3	4	4	9	1	1	1	1	1	1	1	1	3	2	2	2	1955946.5	1766216.4	1860477.0	1502809.6	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.9411	0.9981	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1110101.8	964728.94	1159980.5	684048.1	0.0	0.0	0.0	0.0	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	1.0	0.9978	2	7	7	7	2	1	1	3	2	1	1	3	2	1	1	3	4567672.0	3659496.5	5500133.5	4312126.5	2577893.0	2350581.8	3735003.0	2449949.5	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9986	0.9967	2	4	4	8	1	1	1	1	1	1	1	1	2	2	2	2	1086449.8	802347.4	1096192.2	684999.5	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.9989	3	10	8	10	2	2	3	3	2	2	2	2	2	2	3	3	4689166.5	3866089.5	5100646.0	3566651.0	2020219.9	1629941.4	2193474.5	1645576.4	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	0.9999	0.9947	2	7	0	7	2	2	2	1	0	0	0	0	2	2	2	1	8603805.0	2639534.0	8565111.0	6708620.5	6395978.5	2329527.8	6477332.0	4633414.0	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	0.9999	0.9762	2	4	0	4	2	1	1	0	0	0	0	0	2	1	1	0	1075949.8	1008435.9	1571804.2	830443.1	703656.56	666467.6	969597.75	489096.72	sp|P09651|ROA1_HUMAN
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	0.9512	0.9984	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	608749.56	703755.2	534884.9	542208.25	0.0	0.0	0.0	0.0	
sp|A6NMY6|AXA2L_HUMAN	A6NMY6	AXA2L_HUMAN	ANXA2P2	339	Homo sapiens	5:Protein uncertain	Putative annexin A2-like protein	0.7027	0.9872	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	427121.88	504437.2	456056.12	306128.62	0.0	0.0	0.0	0.0	sp|P07355|ANXA2_HUMAN
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	5	18	4	18	5	5	4	4	1	1	1	1	5	5	4	4	2.47329376E8	2.03796288E8	2.00509888E8	1.72250864E8	2.00387552E8	1.75536656E8	1.80671984E8	1.59747536E8	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.619	0.9814	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	813586.56	854553.25	0.0	913991.7	0.0	0.0	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	0.9997	0.979	2	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	605225.1	753047.9	596087.5	595438.8	0.0	462332.53	406849.78	406999.22	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	0.9999	0.9951	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	706476.25	555396.0	493349.22	565843.2	0.0	0.0	0.0	0.0	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	16	54	54	54	14	13	11	16	14	13	11	16	14	13	11	16	9407752.0	8983339.0	7482756.0	1.0390762E7	3366655.8	3197678.5	2999352.5	3591499.8	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.9944	3	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	2464432.0	2988082.8	2610793.0	3062346.0	1199866.6	1401165.8	1222989.1	1442792.4	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.9987	7	21	21	21	6	4	4	7	6	4	4	7	6	4	4	7	1591028.1	1672620.0	1715463.0	2003442.8	567973.44	602046.25	642122.94	708853.4	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	0.5517	0.9756	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	534543.1	0.0	0.0	0.0	0.0	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.9984	2	5	5	5	1	2	0	2	1	2	0	2	1	2	0	2	1133808.0	1087922.5	1233105.5	542132.0	586803.56	562722.7	638180.0	0.0	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	0.7856	0.9917	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	227988.62	218434.17	154323.81	139180.16	0.0	0.0	0.0	0.0	sp|P16615|AT2A2_HUMAN, sp|Q93084|AT2A3_HUMAN
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	17	39	39	39	7	10	7	15	7	10	7	15	7	10	7	15	6280336.0	6104391.0	3248611.0	5845410.5	2410662.2	2634224.2	2114338.2	2795089.0	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.9989	8	22	22	22	5	5	6	6	5	5	6	6	5	5	6	6	3129040.0	2945193.0	3131207.8	3680760.5	1244625.0	1181668.9	1223224.8	1346227.5	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.8714	0.9955	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	836416.0	1000929.44	871166.9	974611.75	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.9992	0.9925	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9938	3	7	7	7	2	1	1	3	2	1	1	3	2	1	1	3	1696810.8	1644587.5	1338705.4	2044811.1	763324.3	703064.6	859984.06	932807.2	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	45	45	45	11	11	12	11	11	11	12	11	11	11	12	11	3.1400444E7	2.560557E7	2.0883862E7	2.9309668E7	1.3215899E7	1.1037972E7	9964823.0	1.3479084E7	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	0.4931	0.9694	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	176707.16	263021.97	281871.97	334166.22	0.0	0.0	0.0	0.0	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9984	3	9	0	9	2	2	3	2	0	0	0	0	2	2	3	2	4642550.0	5284168.0	7731442.0	5552454.5	3380573.8	4233018.0	5440896.0	3972438.2	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	0.9131	0.9971	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	550182.7	538513.3	617047.2	547178.1	0.0	0.0	0.0	0.0	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	12	28	28	28	7	5	7	9	7	5	7	9	7	5	7	9	2003790.0	2247928.0	2694337.0	2912850.8	870215.94	878010.5	970678.2	1132974.4	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.617	0.9813	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	0.0	610008.25	271826.78	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	0.8678	0.9953	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	501020.12	417304.56	501411.62	539907.3	0.0	0.0	0.0	0.0	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.997	7	19	19	19	4	6	3	6	4	6	3	6	4	6	3	6	1794323.2	1734801.2	1701616.2	2006759.5	656956.1	642811.3	614885.0	696924.25	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.9983	2	4	4	4	0	1	2	1	0	1	2	1	0	1	2	1	0.0	464773.84	0.0	230017.9	0.0	0.0	0.0	0.0	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	11	38	38	38	10	8	9	11	10	8	9	11	10	8	9	11	9488591.0	1.241997E7	1.0496919E7	1.2924844E7	3534722.5	4515054.0	3946719.2	5238667.5	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.6494	0.9837	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	334571.16	384377.47	314227.62	361345.97	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.988	2	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1203031.1	474366.1	884374.6	855385.7	786559.75	0.0	511068.53	544155.06	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	8	28	28	28	8	7	6	7	8	7	6	7	8	7	6	7	5269140.0	6795961.0	5143508.0	5947113.0	2225581.8	2634167.5	1907602.0	2480698.0	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.9867	2	6	6	6	1	2	1	2	1	2	1	2	1	2	1	2	2.1976824E7	1.5782086E7	1.9482758E7	2.931675E7	1.3171105E7	9276957.0	1.1522035E7	1.7583984E7	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	41	163	163	163	43	38	39	43	43	38	39	43	43	38	39	43	6.1670088E7	6.6310184E7	5.9506888E7	5.438568E7	2.4025066E7	2.5055868E7	2.4983444E7	2.2943276E7	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.999	6	20	20	20	4	4	6	6	4	4	6	6	4	4	6	6	5087936.5	1.2435587E7	1.3118754E7	1.161351E7	1930726.1	4581001.5	5077011.0	4310632.5	
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.9989	10	24	24	24	4	6	5	9	4	6	5	9	4	6	5	9	6085749.0	4674334.0	5102498.5	5909565.0	2367085.5	2117544.2	2209245.2	2597806.2	
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens	1:Experimental evidence at protein level	Haptoglobin	1.0	0.999	17	61	27	61	17	16	14	14	7	7	6	7	17	16	14	14	8.0260256E7	8.5919296E7	8.9647384E7	8.2453632E7	4.0456468E7	4.1824396E7	4.300588E7	3.3623192E7	
sp|P00746|CFAD_HUMAN	P00746	CFAD_HUMAN	CFD	253	Homo sapiens	1:Experimental evidence at protein level	Complement factor D	1.0	0.9965	4	11	11	11	3	3	3	2	3	3	3	2	3	3	3	2	2666867.5	2704332.0	2877794.0	2729688.5	1144774.9	1209522.0	1168794.0	1154549.9	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.9988	13	43	34	43	9	11	10	13	7	9	8	10	9	11	10	13	1.7899754E7	1.6606026E7	1.8757888E7	1.6535334E7	9607851.0	9750208.0	9025894.0	9138614.0	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.9989	4	16	16	16	4	5	3	4	4	5	3	4	4	5	3	4	4518937.0	4458469.5	4586237.5	3622385.8	2143257.2	2313212.5	2262892.8	1840624.1	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	26	106	106	106	25	26	26	29	25	26	26	29	25	26	26	29	4.2222496E7	4.4274908E7	4.6817432E7	4.2172036E7	1.5581866E7	1.5734016E7	1.6057749E7	1.4169691E7	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	22	103	103	103	27	26	25	25	27	26	25	25	27	26	25	25	3.083236E7	3.0189142E7	2.9894204E7	2.9490456E7	1.3777876E7	1.388889E7	1.3973931E7	1.2548858E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	32	190	186	190	50	46	46	48	49	45	45	47	50	46	46	48	6.1288038E8	5.4259981E8	5.13007296E8	4.86160256E8	2.18281072E8	1.98566992E8	1.9937664E8	1.89308768E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	18	86	86	86	24	19	21	22	24	19	21	22	24	19	21	22	9.567136E7	1.0904536E8	9.9943216E7	9.0898368E7	3.916122E7	3.8382404E7	3.784844E7	3.5644708E7	
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	Homo sapiens	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	15	71	71	71	20	19	15	17	20	19	15	17	20	19	15	17	8.3369328E7	8.1666848E7	6.710202E7	9.279188E7	3.5795608E7	3.1644172E7	2.8311222E7	3.5106084E7	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	49	215	189	215	56	53	48	58	49	46	44	50	56	53	48	58	3.9226272E7	3.8066488E7	3.4108748E7	3.7041908E7	1.4299289E7	1.3811679E7	1.380356E7	1.3924964E7	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	92	444	443	444	111	110	107	116	111	110	107	115	111	110	107	116	1.08881192E8	1.14011632E8	1.06270464E8	1.1178128E8	4.2702904E7	4.3619468E7	4.4597076E7	4.0900168E7	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.999	24	71	71	71	17	19	21	14	17	19	21	14	17	19	21	14	3818818.5	4029182.5	3956269.0	2632328.5	1431629.8	1547724.2	1670283.6	1157343.4	
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.9984	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	2937161.8	2862170.5	3021089.0	3346133.5	2145594.8	2124708.2	2169901.2	2349203.0	
