Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_11_1 Spectral Count	ALS_11_2 Spectral Count	ALS_11_3 Spectral Count	ALS_11_4 Spectral Count	ALS_11_1 Unique Spectral Count	ALS_11_2 Unique Spectral Count	ALS_11_3 Unique Spectral Count	ALS_11_4 Unique Spectral Count	ALS_11_1 Total Spectral Count	ALS_11_2 Total Spectral Count	ALS_11_3 Total Spectral Count	ALS_11_4 Total Spectral Count	ALS_11_1 Intensity	ALS_11_2 Intensity	ALS_11_3 Intensity	ALS_11_4 Intensity	ALS_11_1 MaxLFQ Intensity	ALS_11_2 MaxLFQ Intensity	ALS_11_3 MaxLFQ Intensity	ALS_11_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A075B6R2|HV404_HUMAN	A0A075B6R2	HV404_HUMAN	IGHV4-4	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-4	0.7216	0.9891	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1829582.8	1267305.1	1624321.1	1934311.8	1829582.8	1267305.1	1624321.1	1934311.8	
sp|A0A075B6R9|KVD24_HUMAN	A0A075B6R9	KVD24_HUMAN	IGKV2D-24	120	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin kappa variable 2D-24	1.0	0.999	3	10	0	10	2	3	2	3	0	0	0	0	2	3	2	3	1.2229108E7	1.0437704E7	1.2666846E7	1.1536496E7	6182029.5	5011575.0	6845940.5	6297102.0	sp|A0A0C4DH68|KV224_HUMAN
sp|A0A075B6S5|KV127_HUMAN	A0A075B6S5	KV127_HUMAN	IGKV1-27	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-27	0.9661	0.999	1	4	0	4	1	1	1	1	0	0	0	0	1	1	1	1	2778892.0	1925857.9	3383417.0	3996839.0	2778892.0	1925857.9	3383417.0	3996839.0	sp|A0A0C4DH67|KV108_HUMAN, sp|A0A0C4DH69|KV109_HUMAN
sp|A0A087WSY6|KVD15_HUMAN	A0A087WSY6	KVD15_HUMAN	IGKV3D-15	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-15	0.9999	0.999	2	12	4	12	3	3	3	3	1	1	1	1	3	3	3	3	6788713.5	4917090.0	7039674.0	6414271.0	5378776.0	4493186.5	5151921.5	4854504.5	
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	2	8	0	8	1	2	3	2	0	0	0	0	1	2	3	2	1.6799832E7	1.4856713E7	1.7147042E7	1.3186464E7	1.5757811E7	1.0827906E7	1.5156885E7	1.2252486E7	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-49	0.9838	0.9987	2	4	4	6	1	1	1	1	1	1	1	1	1	2	2	1	735203.5	1042965.5	1116464.8	1369437.2	735203.5	1042965.5	1116464.8	1369437.2	
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	Homo sapiens	4:Protein predicted	Immunoglobulin kappa joining 1	0.8987	0.9968	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	874169.7	925779.5	1035625.4	944582.8	874169.7	925779.5	1035625.4	944582.8	
sp|A0A0B4J1U3|LV136_HUMAN	A0A0B4J1U3	LV136_HUMAN	IGLV1-36	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-36	0.6595	0.9855	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	356906.3	502481.44	386705.56	340783.0	356906.3	502481.44	386705.56	340783.0	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 6-1	1.0	0.9969	2	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	6363652.0	5844777.5	4580603.0	5523188.5	5453791.5	4441627.5	4567784.0	6186234.0	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	1.0	0.9986	3	3	2	5	1	0	0	2	1	0	0	1	1	1	1	2	5.7864076E7	4.6681168E7	5.4760936E7	5.0859372E7	4.389042E7	3.7864152E7	4.4471952E7	4.2021904E7	
sp|A0A0B4J1V2|HV226_HUMAN	A0A0B4J1V2	HV226_HUMAN	IGHV2-26	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-26	0.7894	0.9925	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	478441.72	376717.03	0.0	0.0	478441.72	376717.03	0.0	0.0	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9986	0.9978	2	3	3	13	1	1	0	1	1	1	0	1	3	3	2	5	3632287.8	3924733.5	3687394.2	3185223.8	3632287.8	3924733.5	3687394.2	3185223.8	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.9659	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	712604.0	683608.56	1227991.5	1065280.1	712604.0	683608.56	1227991.5	1065280.1	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	0.9999	0.9989	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	2350546.8	1768054.5	2417212.5	2674901.8	2350546.8	1768054.5	2417212.5	2674901.8	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9832	0.9986	2	4	4	6	1	1	1	1	1	1	1	1	1	2	2	1	977142.06	1119455.5	925490.06	1385003.2	977142.06	1119455.5	925490.06	1385003.2	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	10	9	10	2	4	2	2	2	3	2	2	2	4	2	2	5461026.0	5512600.0	5833946.0	5465432.0	2051965.1	2231388.2	2175169.5	2067950.6	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	1.0	0.9969	2	10	0	10	3	3	2	2	0	0	0	0	3	3	2	2	1.2009026E7	7241313.0	1.3396437E7	1.4302651E7	9418139.0	6088278.5	1.1052238E7	1.2166437E7	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0C4DH72|KV106_HUMAN	A0A0C4DH72	KV106_HUMAN	IGKV1-6	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-6	0.9997	0.999	2	8	0	8	3	3	1	1	0	0	0	0	3	3	1	1	6456817.0	6806133.0	6974886.0	8349030.5	3480261.2	3675324.0	3759221.0	4437697.5	
sp|A0A0J9YX35|HV64D_HUMAN	A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-64D	0.9748	0.9979	2	1	1	3	0	1	0	0	0	1	0	0	0	2	1	0	3271236.2	2995118.2	0.0	3143207.2	3271236.2	2995118.2	0.0	3143207.2	
sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-10-1	1.0	0.9962	3	5	5	6	1	1	1	2	1	1	1	2	1	2	1	2	6517420.5	4728234.5	1370302.9	7257439.5	3451692.5	3018098.8	2502155.8	3737136.2	
sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	IGLC7	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 7	0.0	0.999	3	16	0	33	4	3	4	5	0	0	0	0	8	8	8	9	1.58844928E8	1.4832016E8	2.26835728E8	2.07950176E8	1.58844928E8	1.4832016E8	2.26835728E8	2.07950176E8	sp|P0CF74|IGLC6_HUMAN
sp|A5D6W6|FITM1_HUMAN	A5D6W6	FITM1_HUMAN	FITM1	292	Homo sapiens	1:Experimental evidence at protein level	Fat storage-inducing transmembrane protein 1	0.5039	0.9727	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	455374.2	470837.78	360728.8	0.0	455374.2	470837.78	360728.8	
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	1.0	0.999	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	4161428.5	3549916.8	1847559.5	1811767.2	3699886.8	1910313.6	1797822.6	1830482.1	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	5	23	10	39	6	4	6	7	3	1	3	3	10	7	10	12	4.2479692E7	3.9448148E7	4.286314E7	4.8875376E7	1.6896562E7	1.5799605E7	1.768802E7	1.9983662E7	
sp|E7ETH6|Z587B_HUMAN	E7ETH6	Z587B_HUMAN	ZNF587B	402	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 587B	0.5453	0.9768	1	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	1.4350455E7	1.9190838E7	1.0981374E7	1.5504172E7	1.4350455E7	1.9190838E7	1.0981374E7	1.5504172E7	
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	0.8682	0.9957	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0.0	624751.44	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q13765|NACA_HUMAN
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.846	0.9948	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1159323.2	1366792.4	1934892.8	1890665.1	1159323.2	1366792.4	1934892.8	1890665.1	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	0.9999	0.9858	2	3	0	3	1	2	0	0	0	0	0	0	1	2	0	0	174210.17	506522.12	0.0	213318.4	202969.5	276627.5	0.0	104545.37	sp|Q13838|DX39B_HUMAN
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	0.825	0.994	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	136075.55	226823.19	0.0	0.0	136075.55	226823.19	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0	0.999	5	11	11	11	2	4	2	3	2	4	2	3	2	4	2	3	1090895.0	1730107.8	2037583.5	1636902.9	804518.94	969519.4	1028098.94	850783.94	
sp|O00451|GFRA2_HUMAN	O00451	GFRA2_HUMAN	GFRA2	464	Homo sapiens	1:Experimental evidence at protein level	GDNF family receptor alpha-2	1.0	0.9956	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	2387102.5	1606758.5	516457.72	1498739.2	1262041.8	814583.7	577457.56	771526.0	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	0.9647	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	462528.5	152650.3	499445.38	0.0	462528.5	152650.3	499445.38	0.0	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	1.0	0.999	3	10	10	10	2	3	3	2	2	3	3	2	2	3	3	2	4296211.0	3393383.2	2817325.0	3671783.0	2353728.8	1860522.1	1188903.6	1468633.2	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	21	86	86	86	24	22	20	20	24	22	20	20	24	22	20	20	4.0592472E7	3.1898512E7	2.3036992E7	2.2748326E7	1.4180241E7	1.3684149E7	9693810.0	9866113.0	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.999	5	13	13	13	4	2	4	3	4	2	4	3	4	2	4	3	4175548.0	5109098.5	4472464.0	5460013.5	2211101.5	2362543.0	2392223.8	2727522.8	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.999	3	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	2272140.0	2386150.5	2179069.5	1815390.2	1043764.2	1141946.4	924949.56	762224.75	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.999	13	42	39	42	12	9	10	11	11	9	9	10	12	9	10	11	1.0850031E7	9217868.0	8626590.0	8660656.0	5722201.0	5040258.5	4565392.5	4635861.0	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	0.8229	0.9939	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	282768.5	0.0	579253.56	705860.44	282768.5	0.0	579253.56	705860.44	
sp|O14786|NRP1_HUMAN	O14786	NRP1_HUMAN	NRP1	923	Homo sapiens	1:Experimental evidence at protein level	Neuropilin-1	0.9125	0.9973	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	310249.88	0.0	451802.97	0.0	310249.88	0.0	451802.97	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.999	3	8	8	8	3	2	2	1	3	2	2	1	3	2	2	1	1576304.1	1295103.4	1183969.9	274440.75	620135.94	533304.4	536916.25	295018.78	
sp|O14917|PCD17_HUMAN	O14917	PCD17_HUMAN	PCDH17	1159	Homo sapiens	1:Experimental evidence at protein level	Protocadherin-17	0.5057	0.9729	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	240114.03	470040.28	375256.34	618516.7	240114.03	470040.28	375256.34	618516.7	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	1.0	0.9976	4	9	2	9	3	4	0	2	1	1	0	0	3	4	0	2	1962294.5	1873110.0	419809.5	1591860.5	699049.9	740877.7	246852.06	608307.0	
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens	1:Experimental evidence at protein level	Plexin-B2	1.0	0.9989	2	4	4	4	1	1	0	2	1	1	0	2	1	1	0	2	550635.0	720676.75	0.0	1307812.4	550635.0	475046.1	0.0	863339.8	
sp|O15197|EPHB6_HUMAN	O15197	EPHB6_HUMAN	EPHB6	1021	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-B receptor 6	0.8934	0.9966	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	311856.47	0.0	103747.086	60581.043	311856.47	0.0	103747.086	60581.043	
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	28	108	108	108	39	22	22	25	39	22	22	25	39	22	22	25	6.0810748E7	2.296412E7	2.8109084E7	1.9629168E7	2.4764078E7	1.2501972E7	9998494.0	9055539.0	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	Homo sapiens	1:Experimental evidence at protein level	Prosaposin receptor GPR37	1.0	0.9975	2	4	4	4	0	2	1	1	0	2	1	1	0	2	1	1	2158611.8	1956164.8	2131862.2	566216.1	1126954.4	1166312.9	1187867.5	942179.7	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	14	36	36	36	8	12	7	9	8	12	7	9	8	12	7	9	1.3180066E7	9540692.0	9098440.0	8041038.0	5232717.0	4736157.5	4336263.5	4517765.0	
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 2	0.832	0.9943	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	534940.06	625801.25	494114.5	707658.3	534940.06	625801.25	494114.5	707658.3	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.9588	0.9988	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1146191.6	1177429.1	1256477.9	1167469.9	1146191.6	1177429.1	1256477.9	1167469.9	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.9989	0.9829	1	5	5	5	2	1	0	2	2	1	0	2	2	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43451|MGA_HUMAN	O43451	MGA_HUMAN	MGAM	2753	Homo sapiens	1:Experimental evidence at protein level	Maltase-glucoamylase	0.9982	0.9747	2	4	4	4	1	0	2	1	1	0	2	1	1	0	2	1	5081774.5	0.0	4287028.5	0.0	5081774.5	0.0	4287028.5	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.999	5	15	15	15	4	3	4	4	4	3	4	4	4	3	4	4	5252372.5	3782279.0	4931031.0	4552098.0	2417027.5	1632904.5	2079158.0	2038338.0	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	61	61	61	14	16	14	17	14	16	14	17	14	16	14	17	5.8460288E7	5.7369904E7	5.6868796E7	5.2570476E7	2.2100284E7	2.3921344E7	2.3965876E7	2.561818E7	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens	1:Experimental evidence at protein level	Epsilon-sarcoglycan	0.8495	0.995	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	689045.2	812010.2	522211.66	530826.56	689045.2	812010.2	522211.66	530826.56	
sp|O43567|RNF13_HUMAN	O43567	RNF13_HUMAN	RNF13	381	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF13	0.49	0.9712	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	391282.1	0.0	0.0	197899.67	391282.1	0.0	0.0	197899.67	
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens	1:Experimental evidence at protein level	Alpha-actinin-4	0.6801	0.9868	1	2	0	2	1	1	0	0	0	0	0	0	1	1	0	0	229833.69	361016.16	0.0	162950.34	229833.69	361016.16	0.0	162950.34	sp|P12814|ACTN1_HUMAN, sp|Q08043|ACTN3_HUMAN
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	1.0	0.9983	2	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1838281.5	1586193.0	1032983.9	1268031.8	1069604.9	879461.9	609775.6	742493.7	
sp|O60245|PCDH7_HUMAN	O60245	PCDH7_HUMAN	PCDH7	1069	Homo sapiens	1:Experimental evidence at protein level	Protocadherin-7	0.746	0.9904	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	204961.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	1.0	0.9978	3	13	13	13	3	3	3	4	3	3	3	4	3	3	3	4	1908657.2	1345450.1	1795938.9	1535102.0	745429.0	527891.94	748815.75	655307.5	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9987	5	12	0	12	4	4	2	2	0	0	0	0	4	4	2	2	3.2267592E7	2.9378468E7	6428351.0	1.5874178E7	2.0229658E7	1.6992974E7	6304788.5	1.2945761E7	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O60883|G37L1_HUMAN	O60883	G37L1_HUMAN	GPR37L1	481	Homo sapiens	1:Experimental evidence at protein level	G-protein coupled receptor 37-like 1	0.665	0.9858	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	187867.86	486538.84	623239.2	392958.8	187867.86	486538.84	623239.2	392958.8	
