Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_6_1 Spectral Count	ALS_6_2 Spectral Count	ALS_6_3 Spectral Count	ALS_6_4 Spectral Count	ALS_6_1 Unique Spectral Count	ALS_6_2 Unique Spectral Count	ALS_6_3 Unique Spectral Count	ALS_6_4 Unique Spectral Count	ALS_6_1 Total Spectral Count	ALS_6_2 Total Spectral Count	ALS_6_3 Total Spectral Count	ALS_6_4 Total Spectral Count	ALS_6_1 Intensity	ALS_6_2 Intensity	ALS_6_3 Intensity	ALS_6_4 Intensity	ALS_6_1 MaxLFQ Intensity	ALS_6_2 MaxLFQ Intensity	ALS_6_3 MaxLFQ Intensity	ALS_6_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	0.9518	0.9984	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1064113.1	601990.06	696956.6	1357118.4	0.0	0.0	0.0	0.0	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	0.713	0.9874	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|O95865|DDAH2_HUMAN
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9962	7	11	11	11	4	1	6	0	4	1	6	0	4	1	6	0	2751127.5	1445472.0	1938635.1	2220950.0	1155199.8	616528.4	792348.25	939972.56	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	0.9658	0.9989	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	2163943.2	1174336.1	990995.9	2760402.0	0.0	0.0	0.0	0.0	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	10	30	30	30	7	9	9	5	7	9	9	5	7	9	9	5	1.6161143E7	1.359423E7	1.1026818E7	1.3096502E7	7391969.0	6817489.5	4638274.0	5199830.5	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.5194	0.9714	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	212377.16	193987.75	0.0	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.9983	3	6	6	6	2	2	0	2	2	2	0	2	2	2	0	2	2940159.0	1774508.2	1699900.6	3136118.2	2268905.2	1018089.06	946666.94	1448036.8	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.9989	7	17	17	17	5	5	5	2	5	5	5	2	5	5	5	2	4234565.5	3877713.0	4642412.5	2532591.0	2460241.0	2202276.5	2595951.8	1652056.8	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9944	4	8	8	8	1	3	3	1	1	3	3	1	1	3	3	1	1363851.6	3705534.2	2378385.5	1824377.0	605837.94	1358379.9	1032932.8	815524.1	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.997	2	6	6	6	1	2	2	1	1	2	2	1	1	2	2	1	1.013823E7	2.5606662E7	2.2247616E7	8213635.0	6137509.0	1.6527951E7	1.4044601E7	4896257.5	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	39	165	165	165	39	45	45	36	39	45	45	36	39	45	45	36	8.4828992E7	7.87022E7	7.4163512E7	1.07523312E8	3.752742E7	3.771692E7	3.465718E7	4.3211396E7	
sp|P00505|AATM_HUMAN	P00505	AATM_HUMAN	GOT2	430	Homo sapiens	1:Experimental evidence at protein level	Aspartate aminotransferase, mitochondrial	0.4382	0.9608	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.9988	6	18	18	18	6	5	3	4	6	5	3	4	6	5	3	4	1.1304267E7	1.069607E7	7187740.5	1.2886899E7	4679854.5	4850269.0	2964420.8	4972204.0	
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.999	12	29	29	29	8	7	9	5	8	7	9	5	8	7	9	5	1.35202592E8	4.08617152E8	3.32307232E8	1.29463072E8	2.60503184E8	1.66926832E8	1.6362872E8	2.70902656E8	
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens	1:Experimental evidence at protein level	Haptoglobin	1.0	0.9989	19	67	37	67	15	20	20	12	9	11	11	6	15	20	20	12	1.80591072E8	2.07444672E8	2.01683952E8	1.32039424E8	6.047812E7	9.5868232E7	9.0035712E7	4.6701492E7	
sp|P00746|CFAD_HUMAN	P00746	CFAD_HUMAN	CFD	253	Homo sapiens	1:Experimental evidence at protein level	Complement factor D	1.0	0.999	4	16	16	16	2	6	5	3	2	6	5	3	2	6	5	3	5929141.5	6660474.0	9967952.0	5812152.0	2653423.8	2643054.0	4245822.5	2981225.8	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.999	12	45	38	45	10	13	13	9	9	11	10	8	10	13	13	9	3.2805966E7	3.7588612E7	4.1901472E7	3.0855712E7	1.8034424E7	2.5138554E7	2.3811202E7	1.7964552E7	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.999	3	14	14	14	3	3	4	4	3	3	4	4	3	3	4	4	7263145.0	6998223.5	7953666.0	6752042.0	3148589.2	2546910.0	2781410.0	2907514.2	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	24	79	79	79	13	23	26	17	13	23	26	17	13	23	26	17	3.0956498E7	3.4767908E7	4.3112816E7	3.8050132E7	1.1595038E7	1.7114788E7	1.9392058E7	1.4188835E7	
sp|P00915|CAH1_HUMAN	P00915	CAH1_HUMAN	CA1	261	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 1	1.0	0.9978	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	3	0.0	297257.94	210680.1	1460018.6	0.0	0.0	0.0	0.0	
