Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_7_1 Spectral Count	ALS_7_2 Spectral Count	ALS_7_3 Spectral Count	ALS_7_4 Spectral Count	ALS_7_1 Unique Spectral Count	ALS_7_2 Unique Spectral Count	ALS_7_3 Unique Spectral Count	ALS_7_4 Unique Spectral Count	ALS_7_1 Total Spectral Count	ALS_7_2 Total Spectral Count	ALS_7_3 Total Spectral Count	ALS_7_4 Total Spectral Count	ALS_7_1 Intensity	ALS_7_2 Intensity	ALS_7_3 Intensity	ALS_7_4 Intensity	ALS_7_1 MaxLFQ Intensity	ALS_7_2 MaxLFQ Intensity	ALS_7_3 MaxLFQ Intensity	ALS_7_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0B4J1Y9|HV372_HUMAN	A0A0B4J1Y9	HV372_HUMAN	IGHV3-72	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-72	1.0	0.9989	4	2	2	6	1	0	0	1	1	0	0	1	2	1	1	2	1191750.5	530746.8	481478.88	831715.3	782007.9	0.0	321728.9	526188.06	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9989	0.9962	2	4	4	8	1	1	1	1	1	1	1	1	2	2	2	2	2632935.5	2496845.5	2572412.0	2483699.8	0.0	0.0	0.0	0.0	
sp|A0A0C4DH29|HV103_HUMAN	A0A0C4DH29	HV103_HUMAN	IGHV1-3	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-3	0.9639	0.9987	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	277107.9	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.9713	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1193035.0	1149549.0	959061.7	644079.8	0.0	0.0	0.0	0.0	
sp|A0A0C4DH33|HV124_HUMAN	A0A0C4DH33	HV124_HUMAN	IGHV1-24	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-24	0.6164	0.9793	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	565158.2	465926.12	0.0	0.0	0.0	0.0	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	1.0	0.9986	1	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1824304.2	1242114.1	3860086.5	3282306.5	1139510.4	778098.9	2258817.2	1878600.0	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9831	0.9982	2	4	4	6	1	1	1	1	1	1	1	1	2	2	1	1	1227597.5	1053361.2	1307871.9	1059130.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	10	8	10	2	2	3	3	2	2	2	2	2	2	3	3	9872359.0	8547900.0	6577478.5	6195092.5	4272006.5	3564587.8	2740860.5	2690379.5	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	1.0	0.9957	2	7	0	7	2	2	2	1	0	0	0	0	2	2	2	1	1.1604812E7	2840385.8	2506341.0	8544842.0	1.239557E7	2894976.8	3049263.8	2403114.5	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0C4DH43|HV70D_HUMAN	A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-70D	0.5317	0.9709	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1845038.5	1635931.5	1670050.2	2307800.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH67|KV108_HUMAN	A0A0C4DH67	KV108_HUMAN	IGKV1-8	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-8	1.0	0.999	2	5	1	5	1	1	1	2	0	0	0	1	1	1	1	2	4885701.5	3227513.8	2734190.8	2411634.0	3347564.8	0.0	2600489.5	2509730.8	
sp|A0A0J9YX35|HV64D_HUMAN	A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-64D	1.0	0.9977	2	3	3	5	1	1	0	1	1	1	0	1	2	2	0	1	3459921.0	739858.2	226285.86	2304205.5	2940968.8	0.0	0.0	1479461.4	
sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-10-1	0.9998	0.9868	3	6	6	8	1	1	2	2	1	1	2	2	1	1	3	3	2008587.5	1365097.1	4854865.0	5993624.5	1421663.1	0.0	3155624.2	3802735.0	
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	1.0	0.999	2	4	0	4	0	1	1	2	0	0	0	0	0	1	1	2	1729800.1	1145852.4	2072813.1	1903541.2	1294261.0	902959.9	1312099.9	1200440.9	sp|P09651|ROA1_HUMAN
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	0.9713	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1102076.5	1029699.4	901121.25	984546.94	0.0	0.0	0.0	0.0	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	5	19	4	19	5	5	4	5	1	1	1	1	5	5	4	5	3.05146368E8	1.9022672E7	1.89865696E8	1.79935792E8	8.0037128E7	4.4730436E7	1.30896912E8	1.54297616E8	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.6153	0.9792	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0	0.9706	2	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	918681.8	539059.1	868123.25	820232.0	485421.28	0.0	460847.12	436305.78	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	1.0	0.9988	3	5	5	5	2	2	1	0	2	2	1	0	2	2	1	0	3249932.5	1977442.2	644484.1	676095.2	1188382.4	1138752.9	0.0	0.0	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	21	67	67	67	15	16	18	18	15	16	18	18	15	16	18	18	1.3764932E7	1.3919424E7	1.2314602E7	9750391.0	5479209.0	6034397.0	5934727.0	5261717.5	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.9983	5	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	2923647.8	3408737.2	3172422.0	3409841.2	1706705.0	1369126.2	1997784.4	2197437.5	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.9988	4	5	5	5	0	2	1	2	0	2	1	2	0	2	1	2	457880.34	930733.94	901368.44	1170602.9	0.0	550078.75	382710.38	444264.66	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.9988	9	27	27	27	6	7	8	6	6	7	8	6	6	7	8	6	3859040.8	4545614.5	3254968.2	2119582.8	1483008.0	1576872.1	1751497.1	1636208.6	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	0.9998	0.9839	2	3	3	3	0	2	0	1	0	2	0	1	0	2	0	1	804551.25	448590.66	516575.2	495608.8	623012.1	0.0	358644.38	0.0	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.998	2	5	5	5	0	1	2	2	0	1	2	2	0	1	2	2	913553.44	868886.9	835497.5	925160.1	568272.8	549665.4	491600.4	579010.06	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	1.0	0.9979	4	6	1	6	0	0	3	3	0	0	0	1	0	0	3	3	377726.38	100416.56	1491837.2	1416157.2	242505.6	0.0	563050.7	535440.8	
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	19	48	48	48	9	13	15	11	9	13	15	11	9	13	15	11	4645480.0	1.0268054E7	8682750.0	4170733.8	6740661.5	6634350.5	6751560.0	6065072.0	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	Homo sapiens	1:Experimental evidence at protein level	Prosaposin receptor GPR37	0.962	0.9987	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	576685.5	0.0	343546.72	276605.56	0.0	0.0	0.0	0.0	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	9	24	24	24	6	4	6	8	6	4	6	8	6	4	6	8	4646684.5	5943806.0	4076413.0	3842543.0	1976904.1	2090643.2	1758140.5	1489005.2	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.8489	0.994	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	565890.2	450272.56	677493.4	926474.56	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.5555	0.9735	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9988	2	4	4	4	0	0	2	2	0	0	2	2	0	0	2	2	544596.8	728178.75	1643526.5	1625768.0	0.0	450928.12	966996.56	989484.4	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	46	46	46	11	13	13	9	11	13	13	9	11	13	13	9	3.6637304E7	3.027564E7	3.2123878E7	2.8543556E7	1.7570592E7	1.5055647E7	1.3223057E7	1.0030231E7	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens	1:Experimental evidence at protein level	Epsilon-sarcoglycan	0.5377	0.9716	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	397980.78	417681.44	328383.5	490557.62	0.0	0.0	0.0	0.0	
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens	1:Experimental evidence at protein level	Alpha-actinin-4	0.7614	0.9894	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	224489.75	165038.39	0.0	0.0	0.0	0.0	sp|P12814|ACTN1_HUMAN, sp|Q08043|ACTN3_HUMAN
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	0.9657	0.9988	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	496993.44	439944.8	370940.16	367875.03	0.0	0.0	0.0	0.0	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	0.7754	0.9902	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	239581.7	345252.28	321728.88	196633.78	0.0	0.0	0.0	0.0	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9984	3	8	0	8	2	1	2	3	0	0	0	0	2	1	2	3	6388266.5	3751920.8	2.7056504E7	2.1939712E7	5370337.0	3758818.5	1.696839E7	1.5957234E7	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.998	2	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	1574670.5	1335517.0	1251238.8	1609120.2	971442.2	935050.0	857153.1	1127970.5	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	12	33	33	33	7	7	11	8	7	7	11	8	7	7	11	8	3631293.2	3169156.5	3616282.8	3522123.0	1663160.5	1728682.5	1969612.9	1957003.8	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.738	0.9881	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	471135.66	483178.44	480979.47	677542.06	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9968	3	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	1685955.6	1025962.1	1402002.0	1578674.6	694206.06	578230.25	574672.0	660838.9	
sp|O94772|LY6H_HUMAN	O94772	LY6H_HUMAN	LY6H	140	Homo sapiens	1:Experimental evidence at protein level	Lymphocyte antigen 6H	0.5981	0.9776	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	31462.729	415366.56	636312.3	0.0	0.0	0.0	0.0	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9985	13	29	29	29	5	5	8	11	5	5	8	11	5	5	8	11	2079708.8	1968298.1	2118642.5	2341637.2	758424.3	714449.75	782599.0	833802.06	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.999	3	8	8	8	1	2	3	2	1	2	3	2	1	2	3	2	2819431.0	2455191.8	3089178.5	2049585.5	1317197.2	1304854.8	1440822.5	966728.06	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	14	41	41	41	7	12	12	10	7	12	12	10	7	12	12	10	2.1408944E7	1.9666196E7	1.7638078E7	1.2375285E7	6897985.5	7813756.5	7872184.5	6380477.0	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.7791	0.9904	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	192375.84	574845.94	581012.44	0.0	0.0	0.0	0.0	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.9502	0.9982	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	623724.2	0.0	724759.75	933938.44	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.9984	2	3	3	3	1	2	0	0	1	2	0	0	1	2	0	0	1312976.0	1189347.2	302992.06	0.0	723305.6	645587.1	0.0	0.0	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	12	36	36	36	10	11	8	7	10	11	8	7	10	11	8	7	7538108.0	6683759.5	7973390.0	1.0407722E7	3913766.8	3661454.0	4593775.0	5503508.0	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9965	4	12	12	12	2	2	4	4	2	2	4	4	2	2	4	4	1423833.6	1248774.5	2318147.8	2709827.2	682811.5	492941.22	938567.0	1172508.9	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.9989	3	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	2.1473398E7	2.224228E7	4.5326416E7	3.779992E7	8611365.0	9310334.0	2.5292902E7	2.1004676E7	
