Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_2_1 Spectral Count	ALS_2_2 Spectral Count	ALS_2_3 Spectral Count	ALS_2_4 Spectral Count	ALS_2_1 Unique Spectral Count	ALS_2_2 Unique Spectral Count	ALS_2_3 Unique Spectral Count	ALS_2_4 Unique Spectral Count	ALS_2_1 Total Spectral Count	ALS_2_2 Total Spectral Count	ALS_2_3 Total Spectral Count	ALS_2_4 Total Spectral Count	ALS_2_1 Intensity	ALS_2_2 Intensity	ALS_2_3 Intensity	ALS_2_4 Intensity	ALS_2_1 MaxLFQ Intensity	ALS_2_2 MaxLFQ Intensity	ALS_2_3 MaxLFQ Intensity	ALS_2_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A075B6R9|KVD24_HUMAN	A0A075B6R9	KVD24_HUMAN	IGKV2D-24	120	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin kappa variable 2D-24	0.9994	0.999	2	7	0	7	2	1	2	2	0	0	0	0	2	1	2	2	8382144.5	7271762.0	6405137.5	6769027.5	4946757.0	4221169.0	3662969.0	3954554.2	sp|A0A0C4DH68|KV224_HUMAN
sp|A0A075B6S2|KVD29_HUMAN	A0A075B6S2	KVD29_HUMAN	IGKV2D-29	120	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 2D-29	0.9897	0.9834	3	1	1	9	0	1	0	0	0	1	0	0	2	3	2	2	462481.97	653720.75	0.0	399818.53	0.0	0.0	0.0	0.0	
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	2	7	0	7	2	2	1	2	0	0	0	0	2	2	1	2	1.4165005E7	1.5752698E7	1.4106626E7	1.6707499E7	1.2088434E7	1.2947988E7	1.2364419E7	1.267609E7	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-49	0.9999	0.9977	2	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	1765347.6	2169809.2	2032561.2	1580017.0	1297221.4	1689414.8	1634953.8	997850.44	
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	Homo sapiens	4:Protein predicted	Immunoglobulin kappa joining 1	0.9273	0.9975	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1408185.5	1113544.5	1301669.5	1147140.0	0.0	0.0	0.0	0.0	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 6-1	0.9999	0.9964	2	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	1245012.0	910865.06	2966560.5	1238212.1	818829.3	613130.1	1932690.5	800474.0	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	1.0	0.9905	2	5	5	5	1	2	0	2	1	2	0	2	1	2	0	2	4.8755232E7	4.7134372E7	5.3306672E7	4.3780332E7	4.5282548E7	4.2510168E7	4.1432948E7	6.202054E7	
sp|A0A0B4J2H0|HV69D_HUMAN	A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-69D	0.96	0.9987	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	151829.84	290589.9	201305.19	0.0	0.0	0.0	0.0	0.0	sp|P01742|HV169_HUMAN
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9967	0.9947	2	4	4	8	1	1	1	1	1	1	1	1	2	2	2	2	3267716.2	2866634.8	2329448.5	2831816.2	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.9516	0.9984	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	772423.4	1001735.2	774066.7	656641.8	0.0	0.0	0.0	0.0	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	0.9653	0.9988	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	889880.8	1015218.4	1468533.6	643530.56	0.0	0.0	0.0	0.0	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9565	0.9944	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	618845.9	973204.44	870846.5	608192.06	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	10	8	10	2	2	3	3	2	2	2	2	2	2	3	3	5970376.0	6686612.0	5979326.5	5995047.0	2416307.8	2643342.0	2396557.8	2430414.8	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	0.9997	0.9952	2	5	0	5	1	2	1	1	0	0	0	0	1	2	1	1	6937374.0	1662892.0	7516566.0	5852209.0	4724579.5	1562911.1	5295887.5	3968119.8	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0C4DH43|HV70D_HUMAN	A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-70D	0.9994	0.9719	2	5	5	5	1	1	1	2	1	1	1	2	1	1	1	2	3039102.2	2672207.5	2935734.2	3370391.8	2629473.0	2416648.5	2752906.2	2730138.0	
sp|A0A0C4DH67|KV108_HUMAN	A0A0C4DH67	KV108_HUMAN	IGKV1-8	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-8	1.0	0.999	2	6	2	6	2	2	1	1	1	1	0	0	2	2	1	1	4090375.0	3796390.8	3299550.8	4362103.0	4757056.0	3461867.5	3148950.2	2613687.0	
sp|A0A0J9YX35|HV64D_HUMAN	A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-64D	0.7625	0.9627	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	633742.9	827800.5	447109.9	1155876.1	0.0	0.0	0.0	0.0	
sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-10-1	0.9997	0.9887	2	5	5	7	1	1	1	2	1	1	1	2	1	1	2	3	733679.7	968934.1	636132.56	885282.75	0.0	644625.94	0.0	560375.25	
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	1.0	0.999	2	5	0	5	1	1	1	2	0	0	0	0	1	1	1	2	1269954.8	1087358.9	1218875.8	1934529.6	858565.0	737304.7	822079.2	1083422.4	sp|P09651|ROA1_HUMAN
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	1.0	0.9989	2	7	7	7	1	2	3	1	1	2	3	1	1	2	3	1	2237606.2	2271207.8	3712625.5	3913005.8	1465950.8	2004954.5	2923634.5	1768813.5	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	4	16	4	16	4	4	4	4	1	1	1	1	4	4	4	4	1.65257344E8	1.81962016E8	1.61677312E8	2.6223032E7	8.6598872E7	9.7603904E7	7.3691744E7	6.5019388E7	
sp|C9JVW0|INAM1_HUMAN	C9JVW0	INAM1_HUMAN	INAFM1	142	Homo sapiens	1:Experimental evidence at protein level	Putative transmembrane protein INAFM1	0.8962	0.9963	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	927698.75	303110.7	491012.53	109614.94	0.0	0.0	0.0	0.0	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.6952	0.986	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	0.0	1377393.2	1571273.2	1370732.0	0.0	0.0	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0	0.999	5	9	9	9	1	3	0	5	1	3	0	5	1	3	0	5	1666380.9	1752160.6	1627753.8	1682859.4	698984.4	712983.75	713789.6	757135.5	
sp|O00451|GFRA2_HUMAN	O00451	GFRA2_HUMAN	GFRA2	464	Homo sapiens	1:Experimental evidence at protein level	GDNF family receptor alpha-2	1.0	0.9917	2	6	6	6	2	2	2	0	2	2	2	0	2	2	2	0	1758540.0	1883014.5	1795415.1	1489944.8	992726.06	1040259.9	1024940.0	851029.2	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	1.0	0.999	5	17	17	17	3	5	5	4	3	5	5	4	3	5	5	4	4280503.0	5113303.0	5014404.5	5730845.0	1804371.4	1842902.9	2027466.4	2220758.2	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	18	62	62	62	15	15	14	18	15	15	14	18	15	15	14	18	1.0424972E7	1.2689822E7	1.2430644E7	1.0441495E7	4386181.5	4631351.0	4439535.0	4157251.8	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.999	3	11	11	11	3	3	3	2	3	3	3	2	3	3	3	2	5091832.0	5112319.0	4166664.0	4521902.5	2520209.0	2915530.2	2115588.8	2195788.2	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.9972	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1134030.5	1122922.9	1007102.25	372594.3	696563.6	735234.1	620715.6	0.0	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.999	12	35	34	35	9	9	7	10	9	9	7	9	9	9	7	10	9524979.0	7755930.5	9455780.0	7926873.5	5789004.5	5345125.5	5802667.5	5259345.5	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.999	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	1289099.5	1487493.5	1188596.5	1367157.4	786485.8	879967.2	696841.06	830800.2	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	0.7055	0.9866	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	166333.27	197530.34	0.0	484019.5	0.0	0.0	0.0	0.0	sp|P16615|AT2A2_HUMAN, sp|Q93084|AT2A3_HUMAN
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	25	76	76	76	22	16	17	21	22	16	17	21	22	16	17	21	2.3925274E7	3.3168908E7	1.879771E7	3.0324544E7	1.4962805E7	1.1980611E7	1.2501819E7	1.1321419E7	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	Homo sapiens	1:Experimental evidence at protein level	Prosaposin receptor GPR37	1.0	0.9988	3	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	1438936.5	1505733.0	1389992.5	1492195.5	952864.44	913383.44	915486.5	956977.06	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	12	34	34	34	8	10	8	8	8	10	8	8	8	10	8	8	7909463.5	9766526.0	7556302.0	7843328.0	3030497.0	3381186.8	3100567.8	2849060.0	
sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 5	0.8817	0.9957	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	336576.56	171070.08	47012.715	199573.5	0.0	0.0	0.0	0.0	sp|P15291|B4GT1_HUMAN
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 2	0.7838	0.9911	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	586231.3	546045.94	862236.06	645267.44	0.0	0.0	0.0	0.0	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.9027	0.9965	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1285503.5	1507106.1	1525405.2	1449183.2	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9988	4	12	12	12	2	3	4	3	2	3	4	3	2	3	4	3	3389852.2	3826269.0	4605584.0	3204823.0	1534794.5	1653538.1	2191342.8	1540098.9	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	55	55	55	13	14	13	15	13	14	13	15	13	14	13	15	6.6840144E7	6.053966E7	5.5650864E7	4.98463E7	2.6671602E7	2.5920818E7	2.1847802E7	2.7006052E7	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens	1:Experimental evidence at protein level	Epsilon-sarcoglycan	0.846	0.9941	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	563085.2	549220.3	569059.4	680054.3	0.0	0.0	0.0	0.0	
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	1.0	0.9978	2	7	7	7	2	1	2	2	2	1	2	2	2	1	2	2	1437021.0	1621149.8	1522665.8	1054989.5	821807.56	931783.9	839987.44	602407.56	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	1.0	0.9978	3	9	9	9	2	1	3	3	2	1	3	3	2	1	3	3	1825467.4	980399.56	1832244.1	1299773.2	821889.94	435260.38	861442.56	538981.9	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9979	3	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	6146679.0	7908038.0	7497968.0	2.2608646E7	4598978.0	6368006.0	5355615.0	1.7772574E7	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75015|FCG3B_HUMAN	O75015	FCG3B_HUMAN	FCGR3B	233	Homo sapiens	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor III-B	0.7351	0.9885	1	3	0	3	1	0	1	1	0	0	0	0	1	0	1	1	642434.75	544404.2	647825.06	620722.7	0.0	0.0	0.0	0.0	sp|P08637|FCG3A_HUMAN
sp|O75071|EFC14_HUMAN	O75071	EFC14_HUMAN	EFCAB14	495	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 14	0.97	0.999	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	512466.6	671319.3	0.0	938788.8	0.0	0.0	0.0	0.0	
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.9985	3	12	12	12	3	4	2	3	3	4	2	3	3	4	2	3	3228652.5	3136113.5	2992396.0	2938770.0	1621158.8	1787536.6	1533740.6	1505650.6	
sp|O75173|ATS4_HUMAN	O75173	ATS4_HUMAN	ADAMTS4	837	Homo sapiens	1:Experimental evidence at protein level	A disintegrin and metalloproteinase with thrombospondin motifs 4	0.8908	0.996	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	879114.9	1120166.6	910522.56	1908571.2	0.0	0.0	0.0	0.0	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	13	47	47	47	13	13	11	10	13	13	11	10	13	13	11	10	5751047.0	6177555.0	7237655.0	5124086.0	2340067.0	2508851.8	2346716.2	1886901.4	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.9246	0.9974	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	1112143.8	1138938.5	897996.8	917688.25	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9982	3	7	7	7	1	1	2	3	1	1	2	3	1	1	2	3	1634922.6	1550381.1	1610308.0	1657655.2	760356.7	685545.06	719722.7	673449.1	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	0.9998	0.9775	2	2	1	2	0	0	0	2	0	0	0	1	0	0	0	2	250643.16	211568.22	295841.22	356945.03	0.0	0.0	0.0	0.0	
sp|O94772|LY6H_HUMAN	O94772	LY6H_HUMAN	LY6H	140	Homo sapiens	1:Experimental evidence at protein level	Lymphocyte antigen 6H	0.5384	0.973	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	263317.3	509066.3	844913.0	707270.3	0.0	0.0	0.0	0.0	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9989	16	43	43	43	11	11	10	11	11	11	10	11	11	11	10	11	3922699.0	4071880.8	3883919.0	3634135.5	1470404.6	1547588.0	1425865.4	1383759.5	
sp|O94910|AGRL1_HUMAN	O94910	AGRL1_HUMAN	ADGRL1	1474	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor L1	0.9336	0.9977	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	892346.1	539796.0	651263.1	648568.8	0.0	0.0	0.0	0.0	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.9989	5	12	12	12	3	2	3	4	3	2	3	4	3	2	3	4	4903179.5	5546417.0	4215002.5	4521310.0	2403499.8	2470154.5	2017997.6	2663020.5	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	14	54	54	54	13	13	14	14	13	13	14	14	13	13	14	14	3.2134694E7	3.0261784E7	2.7133028E7	4.126126E7	1.3942289E7	1.2559217E7	1.2682753E7	1.3458806E7	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	1.0	0.9976	2	5	5	5	1	1	1	2	1	1	1	2	1	1	1	2	1177773.5	1359335.0	1826189.0	1369066.8	606205.06	699748.7	939971.1	702307.06	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.9671	0.9989	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1686737.2	1174624.1	1751867.8	2457669.5	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.9978	2	4	4	4	1	2	1	0	1	2	1	0	1	2	1	0	1167002.2	1443608.5	1009037.1	565243.4	704260.5	901138.3	622320.1	345775.78	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	9	31	31	31	8	8	7	8	8	8	7	8	8	8	7	8	1.8130684E7	2.0318242E7	2.0304298E7	1.8596842E7	7214858.0	7711814.0	7623869.0	7459573.5	
