Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_10_1 Spectral Count	ALS_10_2 Spectral Count	ALS_10_3 Spectral Count	ALS_10_4 Spectral Count	ALS_10_1 Unique Spectral Count	ALS_10_2 Unique Spectral Count	ALS_10_3 Unique Spectral Count	ALS_10_4 Unique Spectral Count	ALS_10_1 Total Spectral Count	ALS_10_2 Total Spectral Count	ALS_10_3 Total Spectral Count	ALS_10_4 Total Spectral Count	ALS_10_1 Intensity	ALS_10_2 Intensity	ALS_10_3 Intensity	ALS_10_4 Intensity	ALS_10_1 MaxLFQ Intensity	ALS_10_2 MaxLFQ Intensity	ALS_10_3 MaxLFQ Intensity	ALS_10_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	18	52	52	52	14	16	10	12	14	16	10	12	14	16	10	12	1.2335744E7	8196288.5	5332192.0	1.4273282E7	6504204.0	5075437.0	4512880.0	4433605.5	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	Homo sapiens	1:Experimental evidence at protein level	Prosaposin receptor GPR37	1.0	0.9989	3	8	8	8	1	2	3	2	1	2	3	2	1	2	3	2	990080.8	1083758.9	1156140.2	933971.5	659754.2	733387.2	768441.9	602624.25	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	13	37	37	37	10	8	10	9	10	8	10	9	10	8	10	9	7657097.0	6941685.0	8344327.0	8981525.0	2875350.8	2874013.5	2868853.0	3349906.0	
sp|O15527|OGG1_HUMAN	O15527	OGG1_HUMAN	OGG1	345	Homo sapiens	1:Experimental evidence at protein level	N-glycosylase/DNA lyase	0.4955	0.9649	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	822238.8	855943.56	2273958.8	2035985.1	0.0	0.0	0.0	0.0	
sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 5	0.8373	0.9931	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	351339.66	209859.2	236041.31	185494.72	0.0	0.0	0.0	0.0	sp|P15291|B4GT1_HUMAN
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 2	0.6403	0.9804	1	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	403498.28	528355.94	469051.34	468805.06	0.0	0.0	0.0	0.0	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.9172	0.9968	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1344145.9	1659140.0	1603536.5	1622513.8	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.8429	0.9934	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9987	4	11	11	11	3	4	1	3	3	4	1	3	3	4	1	3	2617484.8	3841071.0	3442938.0	3011736.2	1186621.5	1701556.8	1527517.8	1369104.4	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	51	51	51	14	11	13	13	14	11	13	13	14	11	13	13	5.3106508E7	5.1503344E7	4.5056112E7	5.3477908E7	2.4766138E7	2.1937668E7	2.0051426E7	2.4371556E7	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens	1:Experimental evidence at protein level	Epsilon-sarcoglycan	1.0	0.9942	2	4	4	4	1	1	2	0	1	1	2	0	1	1	2	0	1018101.75	1026125.0	1279760.9	1041305.3	548161.0	554444.1	675818.94	562665.06	
sp|O43567|RNF13_HUMAN	O43567	RNF13_HUMAN	RNF13	381	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF13	0.9385	0.9977	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	0.0	473971.78	473439.66	0.0	0.0	0.0	0.0	
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	1.0	0.9987	2	5	5	5	1	1	1	2	1	1	1	2	1	1	1	2	1040238.1	429128.47	986664.3	1026053.5	568030.44	0.0	538780.6	542340.06	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	1.0	0.9963	1	4	4	4	2	1	1	0	2	1	1	0	2	1	1	0	1021141.5	540571.6	340608.97	525121.7	557913.6	0.0	0.0	285540.7	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9981	4	11	0	11	2	2	3	4	0	0	0	0	2	2	3	4	5472819.0	6365817.0	2.486993E7	2.9945636E7	4271750.5	5840287.5	1.5763213E7	1.8826802E7	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75071|EFC14_HUMAN	O75071	EFC14_HUMAN	EFCAB14	495	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 14	0.9727	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	785780.7	548765.25	1015528.94	833875.56	0.0	0.0	0.0	0.0	
sp|O75093|SLIT1_HUMAN	O75093	SLIT1_HUMAN	SLIT1	1534	Homo sapiens	1:Experimental evidence at protein level	Slit homolog 1 protein	0.4188	0.9528	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	507499.62	584565.0	554903.7	311826.97	0.0	0.0	0.0	0.0	
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.9983	3	12	12	12	4	2	3	3	4	2	3	3	4	2	3	3	3294774.2	2920909.8	3573452.2	3510977.2	1780978.1	1521531.8	1590840.2	1730867.0	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	13	40	40	40	10	10	9	11	10	10	9	11	10	10	9	11	4655189.0	5451886.0	5067409.0	6086441.0	1772681.6	2027619.4	1771349.5	2075412.4	
sp|O75503|CLN5_HUMAN	O75503	CLN5_HUMAN	CLN5	358	Homo sapiens	1:Experimental evidence at protein level	Bis(monoacylglycero)phosphate synthase CLN5	0.8722	0.9948	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	436769.2	565283.1	392488.38	620675.4	0.0	0.0	0.0	0.0	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.8994	0.996	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	746364.06	812469.56	867102.1	790984.6	0.0	0.0	0.0	0.0	
sp|O75711|SCRG1_HUMAN	O75711	SCRG1_HUMAN	SCRG1	98	Homo sapiens	1:Experimental evidence at protein level	Scrapie-responsive protein 1	0.8277	0.9926	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	955799.8	650292.7	614364.4	615054.5	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9987	4	7	7	7	1	3	1	2	1	3	1	2	1	3	1	2	1812196.2	1654653.0	1760209.2	1743398.4	826831.4	842223.94	725536.6	692709.6	
