Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_5_1 Spectral Count	ALS_5_2 Spectral Count	ALS_5_3 Spectral Count	ALS_5_4 Spectral Count	ALS_5_1 Unique Spectral Count	ALS_5_2 Unique Spectral Count	ALS_5_3 Unique Spectral Count	ALS_5_4 Unique Spectral Count	ALS_5_1 Total Spectral Count	ALS_5_2 Total Spectral Count	ALS_5_3 Total Spectral Count	ALS_5_4 Total Spectral Count	ALS_5_1 Intensity	ALS_5_2 Intensity	ALS_5_3 Intensity	ALS_5_4 Intensity	ALS_5_1 MaxLFQ Intensity	ALS_5_2 MaxLFQ Intensity	ALS_5_3 MaxLFQ Intensity	ALS_5_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A075B6S5|KV127_HUMAN	A0A075B6S5	KV127_HUMAN	IGKV1-27	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-27	0.964	0.999	1	4	0	4	1	1	1	1	0	0	0	0	1	1	1	1	4523866.5	3398925.2	2760886.0	5485018.0	0.0	0.0	0.0	0.0	sp|A0A0C4DH67|KV108_HUMAN, sp|A0A0C4DH69|KV109_HUMAN
sp|A0A087WSY6|KVD15_HUMAN	A0A087WSY6	KVD15_HUMAN	IGKV3D-15	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-15	0.9951	0.99	2	4	4	8	1	1	1	1	1	1	1	1	2	2	2	2	1204036.1	1101630.5	825862.06	1101630.2	0.0	0.0	0.0	0.0	
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	1.1686722E7	1.3763471E7	1.0057261E7	1.26862E7	9285156.0	9419656.0	8098491.5	1.0929578E7	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-49	1.0	0.9959	3	5	5	7	1	1	2	1	1	1	2	1	1	2	3	1	4264905.5	2588285.0	2678857.8	4539860.5	3202299.8	2397233.2	2248403.5	3102322.2	
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	Homo sapiens	4:Protein predicted	Immunoglobulin kappa joining 1	0.6488	0.9857	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	659930.25	545438.6	705617.7	727751.6	0.0	0.0	0.0	0.0	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 6-1	0.9997	0.9801	2	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	6405962.5	3329613.2	2829894.2	4875883.0	4282060.5	3050819.0	3105522.0	3621028.8	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	1.0	0.9984	3	7	6	9	1	2	3	1	1	2	2	1	1	3	4	1	3.74099E7	1.3865756E7	1.1222391E7	1.4858086E7	2.1272856E7	9358558.0	8656898.0	1.3131168E7	
sp|A0A0B4J1V2|HV226_HUMAN	A0A0B4J1V2	HV226_HUMAN	IGHV2-26	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-26	0.998	0.9867	1	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	0.0	653691.6	0.0	580450.7	0.0	0.0	0.0	0.0	
sp|A0A0B4J2D9|KVD13_HUMAN	A0A0B4J2D9	KVD13_HUMAN	IGKV1D-13	117	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 1D-13	0.9357	0.9982	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	252368.88	432574.25	269199.3	0.0	0.0	0.0	0.0	0.0	sp|P0DP09|KV113_HUMAN
sp|A0A0B4J2H0|HV69D_HUMAN	A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-69D	0.9156	0.9975	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9956	0.991	3	4	4	9	1	1	1	1	1	1	1	1	2	2	2	3	1513235.5	1585985.6	1359229.6	1737656.6	0.0	0.0	0.0	0.0	
sp|A0A0C4DH29|HV103_HUMAN	A0A0C4DH29	HV103_HUMAN	IGHV1-3	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-3	0.9639	0.999	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	1131935.6	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.963	0.999	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	1241636.5	935505.9	1145175.2	1378939.4	0.0	0.0	0.0	0.0	
sp|A0A0C4DH33|HV124_HUMAN	A0A0C4DH33	HV124_HUMAN	IGHV1-24	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-24	0.5934	0.9819	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	604433.8	550592.75	683183.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	1.0	0.9907	1	4	4	4	0	1	1	2	0	1	1	2	0	1	1	2	2370702.5	3099386.0	4175886.8	2295591.2	1650896.8	1674847.5	2579378.5	1598645.6	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9841	0.9986	2	3	3	5	0	1	1	1	0	1	1	1	0	2	2	1	797248.0	618070.9	668356.3	767003.56	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	9	8	9	2	2	3	2	2	2	2	2	2	2	3	2	8393758.0	5205040.0	5831123.0	9228092.0	3211948.2	2075618.8	2329988.0	3625792.0	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	1.0	0.9943	2	7	0	7	1	2	2	2	0	0	0	0	1	2	2	2	1.0217221E7	8434748.0	9813859.0	1.2669174E7	8570093.0	6133672.0	7639304.5	1.0536206E7	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0C4DH43|HV70D_HUMAN	A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-70D	0.9998	0.981	2	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	1644987.8	1572798.8	1376528.6	1517483.2	1157716.1	973349.06	1008859.25	1133216.4	
sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-10-1	1.0	0.9789	3	5	5	6	1	2	1	1	1	2	1	1	1	2	2	1	2372319.0	3846737.0	4061305.0	1124820.1	1455505.8	2349351.8	2314299.5	0.0	
sp|A0A8I5KQE6|RPSA2_HUMAN	A0A8I5KQE6	RPSA2_HUMAN	RPSA2	295	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2B	0.997	0.9799	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	407322.53	610182.6	163939.45	226615.4	0.0	0.0	0.0	0.0	sp|P08865|RSSA_HUMAN
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	0.9373	0.9982	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	582582.9	1111357.8	535764.44	1136400.1	0.0	0.0	0.0	0.0	
sp|B2RXH8|HNRC2_HUMAN	B2RXH8	HNRC2_HUMAN	HNRNPCL2	293	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein C-like 2	0.3748	0.9571	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0.0	270293.0	80939.875	0.0	0.0	0.0	0.0	0.0	sp|B7ZW38|HNRC3_HUMAN, sp|O60812|HNRC1_HUMAN, sp|P07910|HNRPC_HUMAN, sp|P0DMR1|HNRC4_HUMAN
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	5	17	4	17	4	5	4	4	1	1	1	1	4	5	4	4	3.06575392E8	1.95635152E8	2.06151936E8	2.6351264E8	1.79261552E8	2.69119744E8	2.48735328E8	1.75984752E8	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.4055	0.9621	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	824587.0	1133408.4	0.0	0.0	0.0	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	0.9997	0.9821	2	3	3	3	0	1	0	2	0	1	0	2	0	1	0	2	716529.44	615507.06	369200.44	1283054.1	0.0	382053.94	0.0	777581.94	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	1.0	0.9989	4	11	11	11	2	4	2	3	2	4	2	3	2	4	2	3	4245205.0	3409322.8	1905649.8	4887356.0	1645388.9	1727026.4	1407276.5	1805183.2	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	20	64	64	64	14	17	15	18	14	17	15	18	14	17	15	18	1.5123305E7	1.4040973E7	1.0708807E7	1.7209338E7	6248172.5	6024658.5	5639077.5	5637934.0	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.9988	3	8	8	8	2	3	2	1	2	3	2	1	2	3	2	1	4123650.8	3745087.2	3622451.0	4559085.0	1968378.0	2212443.2	1856484.4	2117848.8	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.9981	3	5	5	5	2	3	0	0	2	3	0	0	2	3	0	0	1938482.1	1683441.8	1318279.0	934059.25	767195.94	683050.25	494824.62	581293.1	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.999	8	25	25	25	7	6	8	4	7	6	8	4	7	6	8	4	4629262.0	2728097.0	3151692.0	3780122.5	1796696.4	1380810.5	1833882.4	1337656.4	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.9987	2	4	4	4	0	2	2	0	0	2	2	0	0	2	2	0	1164455.8	999699.1	1144472.8	1152192.8	648663.8	551530.06	631533.9	635937.75	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	1.0	0.9908	3	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	712984.5	1702107.2	0.0	483219.88	528337.44	735363.7	0.0	248871.72	sp|P16615|AT2A2_HUMAN
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	15	38	38	38	8	9	13	8	8	9	13	8	8	9	13	8	5912588.0	6549011.5	3461592.5	1.113484E7	5817676.5	7745024.5	7462799.0	7536486.0	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	10	25	25	25	6	8	5	6	6	8	5	6	6	8	5	6	6461113.5	4898137.5	4956810.5	6821212.0	2274912.0	2026075.2	1874578.0	2510647.2	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.7956	0.9931	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	825761.1	670151.9	988704.44	741330.7	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.9953	0.9594	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43451|MGA_HUMAN	O43451	MGA_HUMAN	MGAM	2753	Homo sapiens	1:Experimental evidence at protein level	Maltase-glucoamylase	1.0	0.9884	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	0.0	0.0	6258000.5	1.3083628E7	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9987	3	7	7	7	0	3	3	1	0	3	3	1	0	3	3	1	1221051.2	1852653.0	2720330.0	714849.56	705295.6	800786.3	1192738.6	0.0	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	53	53	53	14	13	13	13	14	13	13	13	14	13	13	13	4.853912E7	3.6322144E7	3.6675288E7	4.9535688E7	2.1495058E7	1.6301374E7	1.343005E7	2.196054E7	
sp|O43827|ANGL7_HUMAN	O43827	ANGL7_HUMAN	ANGPTL7	346	Homo sapiens	1:Experimental evidence at protein level	Angiopoietin-related protein 7	1.0	0.9934	3	3	3	3	0	2	0	1	0	2	0	1	0	2	0	1	1897564.5	1434166.9	1224040.6	1825850.4	1026333.4	783005.44	637836.7	954572.1	
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	0.7854	0.9927	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	479607.06	338047.38	367713.97	531780.25	0.0	0.0	0.0	0.0	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	0.4409	0.9671	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	371777.16	124990.03	452339.22	195794.12	0.0	0.0	0.0	0.0	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9987	3	10	0	10	2	2	3	3	0	0	0	0	2	2	3	3	7505538.0	2.3105202E7	7949512.0	8830785.0	6062245.5	1.6932054E7	5851804.5	6226408.0	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75071|EFC14_HUMAN	O75071	EFC14_HUMAN	EFCAB14	495	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 14	0.9483	0.9985	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	760061.7	704429.4	498392.8	910859.2	0.0	0.0	0.0	0.0	
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.995	2	6	6	6	1	2	2	1	1	2	2	1	1	2	2	1	1868982.5	1629651.8	1532760.6	2135833.5	1171408.5	1301210.6	1155698.0	1528496.8	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	11	25	25	25	5	8	8	4	5	8	8	4	5	8	8	4	4660985.0	2727586.8	2680164.0	6398392.0	1597678.2	1441982.6	1461000.4	1729676.6	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.5626	0.9795	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	656579.06	532400.0	698419.2	596008.2	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9987	4	9	9	9	2	3	2	2	2	3	2	2	2	3	2	2	2522331.0	2094599.2	2112053.8	2429924.2	1033706.1	1011697.44	978225.5	1000885.0	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	0.8141	0.9939	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|O95865|DDAH2_HUMAN
sp|O94772|LY6H_HUMAN	O94772	LY6H_HUMAN	LY6H	140	Homo sapiens	1:Experimental evidence at protein level	Lymphocyte antigen 6H	0.9997	0.9792	2	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	0.0	782422.06	528703.94	607577.8	0.0	0.0	0.0	0.0	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.997	9	18	18	18	4	4	6	4	4	4	6	4	4	4	6	4	2748787.0	2222730.5	2228152.0	2603261.5	1923192.2	1681404.4	1615529.0	1846721.6	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.999	2	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	1970316.5	2043986.2	2121805.5	2167160.5	1179471.0	1222629.9	1269474.0	1074523.0	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	14	42	42	42	9	13	10	10	9	13	10	10	9	13	10	10	2.38226E7	1.5264647E7	1.4361115E7	1.666757E7	9369763.0	6962157.5	7923298.5	6189547.0	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.738	0.9906	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	505106.38	530571.4	284681.84	0.0	0.0	0.0	0.0	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.9343	0.9981	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	571908.0	794297.9	781069.8	659842.06	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.9988	3	10	10	10	2	2	3	3	2	2	3	3	2	2	3	3	3823709.2	2306049.0	1332505.2	5315694.0	1746018.5	1019629.0	859202.94	2383244.2	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	10	29	29	29	6	8	6	9	6	8	6	9	6	8	6	9	9079279.0	1.2148202E7	6028617.5	1.3724368E7	4952316.5	5747997.0	4905927.0	5245389.0	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9752	3	8	8	8	2	3	2	1	2	3	2	1	2	3	2	1	1600114.2	2711843.0	1343280.2	1441980.9	695768.6	1152565.4	603124.44	616573.25	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	0.9998	0.9768	2	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	1.5485082E7	2.9945002E7	3.1389712E7	1.4939362E7	9639702.0	1.9501908E7	1.968355E7	9360707.0	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	39	146	146	146	33	43	40	30	33	43	40	30	33	43	40	30	7.4306536E7	6.0986396E7	5.5341636E7	6.8825464E7	3.0231748E7	2.51041E7	2.5457184E7	2.8467532E7	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.999	6	19	19	19	5	5	6	3	5	5	6	3	5	5	6	3	1.1899769E7	4649825.0	1.4274677E7	2637476.0	5051627.0	1515775.1	4770765.5	1131666.2	
