Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_8_1 Spectral Count	ALS_8_2 Spectral Count	ALS_8_3 Spectral Count	ALS_8_4 Spectral Count	ALS_8_1 Unique Spectral Count	ALS_8_2 Unique Spectral Count	ALS_8_3 Unique Spectral Count	ALS_8_4 Unique Spectral Count	ALS_8_1 Total Spectral Count	ALS_8_2 Total Spectral Count	ALS_8_3 Total Spectral Count	ALS_8_4 Total Spectral Count	ALS_8_1 Intensity	ALS_8_2 Intensity	ALS_8_3 Intensity	ALS_8_4 Intensity	ALS_8_1 MaxLFQ Intensity	ALS_8_2 MaxLFQ Intensity	ALS_8_3 MaxLFQ Intensity	ALS_8_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	2.2194552E7	1.68877E7	1.4479333E7	1.5755135E7	1.7714946E7	1.3757703E7	1.1871378E7	1.1453798E7	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-49	1.0	0.9981	3	7	7	10	2	2	1	2	2	2	1	2	3	2	2	3	3392492.5	4049968.5	2690291.0	2222987.8	2524640.5	2515385.2	1739905.4	1652467.9	
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	Homo sapiens	4:Protein predicted	Immunoglobulin kappa joining 1	0.6966	0.9869	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1099410.4	1150528.2	1262046.8	928065.2	0.0	0.0	0.0	0.0	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 6-1	0.5066	0.9711	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1.3569256E7	2330521.2	2253425.2	6689222.5	0.0	0.0	0.0	0.0	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	1.0	0.9983	3	9	8	12	3	2	2	2	2	2	2	2	4	2	3	3	2.0171506E7	1.6015905E7	1.4775257E7	1.5070399E7	1.5170467E7	1.2771985E7	1.0870536E7	1.1399737E7	
sp|A0A0B4J2H0|HV69D_HUMAN	A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-69D	0.7117	0.9878	1	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	0.0	778031.7	0.0	1956807.4	0.0	0.0	0.0	0.0	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9966	0.9938	2	4	4	8	1	1	1	1	1	1	1	1	2	2	2	2	3000131.5	2858404.8	2978239.8	2718664.8	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.9682	0.999	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1198753.4	1546968.8	1454940.8	1005005.25	0.0	0.0	0.0	0.0	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	0.9589	0.9987	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	3158893.2	1150320.2	3342222.0	2922767.2	0.0	0.0	0.0	0.0	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9807	0.9982	2	4	4	7	1	1	1	1	1	1	1	1	2	1	2	2	1482336.0	1084813.5	965227.25	1300851.1	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	11	8	11	3	2	3	3	2	2	2	2	3	2	3	3	1.063201E7	1.0979686E7	9010344.0	9011643.0	4486100.5	4756977.0	3734108.5	3665021.8	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	1.0	0.9966	2	7	0	7	2	1	2	2	0	0	0	0	2	1	2	2	1.5180373E7	1.4229946E7	1.6819758E7	1.8258802E7	1.1865185E7	1.28388E7	1.3019908E7	1.3692311E7	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-10-1	0.9996	0.9893	3	5	5	8	2	1	1	1	2	1	1	1	3	1	2	2	8025526.0	3483727.5	6896968.5	5477541.5	5228903.0	2365140.8	4385234.5	3391330.0	
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	1.0	0.999	2	4	0	4	2	0	1	1	0	0	0	0	2	0	1	1	2130600.2	1569806.5	1585975.2	1786179.0	1220380.0	1151587.2	1114853.0	1276909.6	sp|P09651|ROA1_HUMAN
sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	IGLC7	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 7	0.9957	0.9922	4	1	1	11	1	0	0	0	1	0	0	0	4	2	2	3	598377.44	173902.8	779535.0	853770.06	0.0	0.0	0.0	0.0	
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	0.9637	0.9988	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1572800.4	1340397.0	1103831.9	379176.0	0.0	0.0	0.0	0.0	
sp|B2RXH8|HNRC2_HUMAN	B2RXH8	HNRC2_HUMAN	HNRNPCL2	293	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein C-like 2	0.8278	0.9937	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	372937.88	0.0	103049.445	70039.71	0.0	0.0	0.0	0.0	sp|B7ZW38|HNRC3_HUMAN, sp|O60812|HNRC1_HUMAN, sp|P07910|HNRPC_HUMAN, sp|P0DMR1|HNRC4_HUMAN
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	5	18	4	18	5	4	4	5	1	1	1	1	5	4	4	5	3.09983552E8	3.37810272E8	2.48278816E8	2.36351216E8	3.16645792E8	1.815656E8	2.4578344E8	2.60214784E8	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.5841	0.9787	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	867401.3	748833.6	1520579.4	1679550.1	0.0	0.0	0.0	0.0	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	16	53	53	53	16	14	12	11	16	14	12	11	16	14	12	11	1.1830008E7	1.144755E7	1.0578129E7	1.0362581E7	5063234.0	4687085.5	4191508.5	4044158.5	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.9988	2	6	6	6	2	1	2	1	2	1	2	1	2	1	2	1	4269252.0	3231638.8	3237445.0	3694959.5	2302980.8	1735724.6	1753503.2	1996196.9	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.9962	2	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	826491.44	482413.3	1120533.5	619799.0	446798.97	0.0	607997.56	332999.3	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.9989	7	22	22	22	4	5	7	6	4	5	7	6	4	5	7	6	2368419.0	3436965.2	3066375.5	2514966.5	1047149.3	1100267.6	1311052.9	1192201.8	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.9989	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	1230238.2	1584076.8	1656838.9	1925524.0	724375.8	936639.0	965959.2	1101057.5	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	1.0	0.9909	4	4	1	4	4	0	0	0	1	0	0	0	4	0	0	0	1748909.4	418716.38	817197.44	1007535.0	748062.6	262273.28	393882.4	364960.06	
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	17	35	35	35	8	7	10	10	8	7	10	10	8	7	10	10	5316454.0	4779641.0	4759262.5	4618739.5	3165565.0	3574203.0	4806115.5	4328758.0	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	9	23	23	23	9	4	6	4	9	4	6	4	9	4	6	4	5926034.0	5072612.0	4832810.0	4003895.2	2600696.5	2412854.0	2301247.8	2072655.2	
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens	1:Experimental evidence at protein level	D-3-phosphoglycerate dehydrogenase	0.7185	0.9882	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	338967.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.946	0.9983	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1369614.8	1173564.6	1497072.1	1623689.2	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.51	0.9715	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9984	2	5	5	5	1	0	2	2	1	0	2	2	1	0	2	2	388061.62	515314.25	1417708.2	1463793.6	0.0	0.0	780037.06	815023.2	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	44	44	44	12	11	11	10	12	11	11	10	12	11	11	10	2.6028378E7	3.8258744E7	3.2130736E7	3.4112964E7	1.3993408E7	2.1187266E7	1.4852677E7	1.3044106E7	
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	0.9226	0.9974	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	334773.5	425462.28	283662.78	203013.45	0.0	0.0	0.0	0.0	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9989	4	10	0	10	3	2	3	2	0	0	0	0	3	2	3	2	3.0171424E7	8101204.5	7525954.5	7724396.5	1.788138E7	6415850.0	6040536.0	5464098.5	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75071|EFC14_HUMAN	O75071	EFC14_HUMAN	EFCAB14	495	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 14	0.964	0.9989	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	521180.28	672530.7	362067.25	196706.56	0.0	0.0	0.0	0.0	
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.9986	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1084911.1	1075433.9	853074.8	891629.7	770945.25	677829.0	659139.4	660528.25	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.9989	10	25	25	25	7	4	7	7	7	4	7	7	7	4	7	7	3607571.0	2880337.0	3267329.0	3028905.5	1380224.5	1190869.2	1430030.5	1373635.4	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.6369	0.9829	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	477737.16	378549.38	646156.6	222403.95	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9984	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1286462.6	1219886.5	1107753.6	980550.0	885088.44	730577.06	737220.1	667213.6	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9924	8	18	18	18	5	5	4	4	5	5	4	4	5	5	4	4	2578985.0	2463547.2	2430422.0	2303720.5	960224.4	953676.3	884991.0	859481.3	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.999	3	4	4	4	1	0	1	2	1	0	1	2	1	0	1	2	1449130.2	2323107.0	960409.3	980161.44	754034.8	1209830.5	0.0	0.0	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	11	33	33	33	10	9	7	7	10	9	7	7	10	9	7	7	1.2409984E7	1.648715E7	1.0750524E7	1.1268866E7	4300762.5	5785743.5	5408897.0	5260852.0	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	1.0	0.9947	2	4	4	4	2	0	2	0	2	0	2	0	2	0	2	0	947959.25	0.0	1199922.2	594975.7	522169.1	0.0	661102.6	0.0	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.5848	0.9788	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	472002.94	641185.6	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.9972	2	3	3	3	1	2	0	0	1	2	0	0	1	2	0	0	475830.34	1599689.0	355427.97	504639.22	0.0	1286399.2	0.0	289409.62	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	7	21	21	21	6	5	6	4	6	5	6	4	6	5	6	4	7520569.5	5479223.0	5414091.0	4888255.0	3270942.8	2703575.2	2382793.0	2111637.2	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9922	4	10	10	10	4	2	2	2	4	2	2	2	4	2	2	2	2886435.2	1404642.6	1604062.2	1533174.8	1206651.2	563997.9	701938.6	646285.44	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.999	4	8	8	8	4	1	2	1	4	1	2	1	4	1	2	1	4.0660768E7	3.0403378E7	4.0841448E7	4.2631536E7	1.6419062E7	1.1447932E7	1.7514694E7	1.8838224E7	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	41	166	166	166	46	40	41	39	46	40	41	39	46	40	41	39	6.7854464E7	9.232008E7	9.504232E7	8.8511152E7	3.3631188E7	3.7850232E7	3.4480844E7	3.3627272E7	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.999	6	19	19	19	0	7	6	6	0	7	6	6	0	7	6	6	1372966.1	1.4579709E7	1.7488768E7	2.0102392E7	588741.0	6191321.5	7180753.0	7561316.0	
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.999	13	33	32	33	8	10	8	7	7	10	8	7	8	10	8	7	3.5552896E8	2.31262544E8	4.13640032E8	3.57880608E8	2.58051376E8	4.25719136E8	3.07794496E8	3.26677536E8	
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens	1:Experimental evidence at protein level	Haptoglobin	1.0	0.999	19	79	35	79	22	20	17	20	10	9	7	9	22	20	17	20	1.43523408E8	1.22238128E8	1.52187088E8	1.88586368E8	4.9663044E7	5.28072E7	5.9682368E7	7.7333584E7	
sp|P00742|FA10_HUMAN	P00742	FA10_HUMAN	F10	488	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor X	0.5967	0.9798	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	332514.78	575819.06	623446.8	456004.06	0.0	0.0	0.0	0.0	
sp|P00746|CFAD_HUMAN	P00746	CFAD_HUMAN	CFD	253	Homo sapiens	1:Experimental evidence at protein level	Complement factor D	1.0	0.999	5	12	12	12	6	3	2	1	6	3	2	1	6	3	2	1	7736189.5	5930674.5	4503599.0	4165709.5	3099647.8	2434658.0	1973854.2	1725267.1	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.999	13	48	39	48	13	11	12	12	10	9	10	10	13	11	12	12	3.8796488E7	2.5195302E7	3.0203764E7	3.0387898E7	1.6445475E7	1.3437436E7	1.4079873E7	1.4754482E7	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.999	5	16	16	16	5	4	4	3	5	4	4	3	5	4	4	3	6245237.0	5046660.0	5118875.0	4676968.0	2392439.2	2204051.2	2060011.9	1986667.4	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	26	108	108	108	32	23	24	29	32	23	24	29	32	23	24	29	4.2355592E7	4.15453E7	4.6608352E7	5.3885952E7	1.7107522E7	1.6047517E7	1.9704512E7	2.13391E7	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	24	111	111	111	34	27	25	25	34	27	25	25	34	27	25	25	1.02483568E8	5.7706332E7	3.4782672E7	3.1636742E7	4.2532216E7	2.8695898E7	1.5240902E7	1.5671618E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	33	202	198	202	56	49	49	48	55	48	48	47	56	49	49	48	9.2018816E8	8.7971046E8	6.3465747E8	7.4231936E8	3.99658784E8	3.85556448E8	2.67784736E8	2.93725408E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	19	96	96	96	28	26	22	20	28	26	22	20	28	26	22	20	1.22937856E8	1.40974848E8	1.20503952E8	1.43804768E8	5.6143812E7	5.6971992E7	4.5234228E7	4.9469232E7	
