Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_3_1 Spectral Count	control_3_1 Unique Spectral Count	control_3_1 Total Spectral Count	control_3_1 Intensity	Indistinguishable Proteins
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.9973	2	2	0	2	2	0	2	8285967.5	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-49	0.9636	0.9978	1	1	1	1	1	1	1	801142.56	
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	Homo sapiens	4:Protein predicted	Immunoglobulin kappa joining 1	0.9441	0.9965	1	1	1	1	1	1	1	542716.5	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 6-1	0.512	0.9467	1	1	1	1	1	1	1	1218068.0	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	0.5865	0.96	1	1	1	1	1	1	1	2.22507E7	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.951	0.9905	2	1	1	2	1	1	2	1976248.6	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	0.9833	0.999	1	1	1	1	1	1	1	593377.56	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	0.954	0.9972	1	1	1	1	1	1	1	1167465.6	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9735	0.9984	1	1	1	1	1	1	1	846573.94	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.9988	2	2	2	2	2	2	2	3366281.5	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	0.9995	0.9837	1	1	0	1	1	0	1	5442440.5	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0C4DH72|KV106_HUMAN	A0A0C4DH72	KV106_HUMAN	IGKV1-6	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-6	0.9718	0.9983	1	1	0	1	1	0	1	1379911.4	sp|P01599|KV117_HUMAN
sp|A0A0C4DH73|KV112_HUMAN	A0A0C4DH73	KV112_HUMAN	IGKV1-12	117	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 1-12	0.8251	0.9876	1	1	0	1	1	0	1	389502.38	sp|P01611|KVD12_HUMAN
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	0.9832	0.999	1	1	0	1	1	0	1	2052501.6	sp|P09651|ROA1_HUMAN
sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	IGLC7	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 7	0.9748	0.999	3	2	1	3	2	1	3	1.16511584E8	
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2B	1.0	0.9989	2	2	2	2	2	2	2	2099141.2	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	3	2	1	3	2	1	3	1.8784732E7	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.7241	0.978	1	1	1	1	1	1	1	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0	0.9979	4	4	4	4	4	4	4	1742844.2	
sp|O00451|GFRA2_HUMAN	O00451	GFRA2_HUMAN	GFRA2	464	Homo sapiens	1:Experimental evidence at protein level	GDNF family receptor alpha-2	1.0	0.9946	2	2	2	2	2	2	2	1826410.5	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	1.0	0.9989	3	3	3	3	3	3	3	3572861.0	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	19	23	23	23	23	23	23	4.2968624E7	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.9988	3	3	3	3	3	3	3	3786990.5	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.9956	2	2	2	2	2	2	2	1079145.5	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.999	13	13	12	13	13	12	13	1.1504321E7	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	0.9217	0.995	1	1	1	1	1	1	1	522223.62	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	0.9999	0.9785	2	2	2	2	2	2	2	811912.6	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	1.0	0.9952	2	2	0	2	2	0	2	818138.4	sp|P16615|AT2A2_HUMAN
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens	1:Experimental evidence at protein level	Plexin-B2	1.0	0.999	2	2	2	2	2	2	2	1172426.0	
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	24	26	26	26	26	26	26	2.9821022E7	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	Homo sapiens	1:Experimental evidence at protein level	Prosaposin receptor GPR37	1.0	0.9982	2	2	2	2	2	2	2	1159001.0	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	13	13	13	13	13	13	13	7324080.5	
sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 5	0.8842	0.9923	1	1	0	1	1	0	1	221775.2	sp|P15291|B4GT1_HUMAN
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 2	0.834	0.9884	1	1	1	1	1	1	1	521727.72	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.7239	0.978	1	1	1	1	1	1	1	1017668.94	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.5436	0.9527	1	1	1	1	1	1	1	0.0	
sp|O43451|MGA_HUMAN	O43451	MGA_HUMAN	MGAM	2753	Homo sapiens	1:Experimental evidence at protein level	Maltase-glucoamylase	0.5408	0.9522	1	1	1	1	1	1	1	468296.7	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9988	4	4	4	4	4	4	4	3871075.2	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	14	14	14	14	14	14	6.4010804E7	
sp|O43529|CHSTA_HUMAN	O43529	CHSTA_HUMAN	CHST10	356	Homo sapiens	1:Experimental evidence at protein level	Carbohydrate sulfotransferase 10	0.8215	0.9873	1	1	1	1	1	1	1	188543.38	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens	1:Experimental evidence at protein level	Epsilon-sarcoglycan	0.6258	0.9659	1	1	1	1	1	1	1	357804.25	
sp|O43567|RNF13_HUMAN	O43567	RNF13_HUMAN	RNF13	381	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF13	0.9605	0.9976	1	1	1	1	1	1	1	401877.5	
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	1.0	0.9981	2	2	2	2	2	2	2	1066789.5	
sp|O60243|H6ST1_HUMAN	O60243	H6ST1_HUMAN	HS6ST1	411	Homo sapiens	1:Experimental evidence at protein level	Heparan-sulfate 6-O-sulfotransferase 1	0.978	0.9987	1	1	0	1	1	0	1	333118.38	sp|Q8IZP7|H6ST3_HUMAN, sp|Q96MM7|H6ST2_HUMAN
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	1.0	0.9907	2	3	3	3	3	3	3	1569940.1	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9965	3	3	0	3	3	0	3	1.8268464E7	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75071|EFC14_HUMAN	O75071	EFC14_HUMAN	EFCAB14	495	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 14	0.9833	0.999	1	1	1	1	1	1	1	576837.4	
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.9983	3	3	3	3	3	3	3	1841787.1	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	11	12	12	12	12	12	12	7152855.0	
sp|O75443|TECTA_HUMAN	O75443	TECTA_HUMAN	TECTA	2155	Homo sapiens	1:Experimental evidence at protein level	Alpha-tectorin	0.579	0.9588	1	1	1	1	1	1	1	1085830.8	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.6019	0.9624	1	1	1	1	1	1	1	1044029.9	
sp|O75711|SCRG1_HUMAN	O75711	SCRG1_HUMAN	SCRG1	98	Homo sapiens	1:Experimental evidence at protein level	Scrapie-responsive protein 1	0.5736	0.9579	1	1	1	1	1	1	1	768921.7	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9989	2	2	2	2	2	2	2	982697.2	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	0.8832	0.9922	1	1	1	1	1	1	1	199809.77	
sp|O94772|LY6H_HUMAN	O94772	LY6H_HUMAN	LY6H	140	Homo sapiens	1:Experimental evidence at protein level	Lymphocyte antigen 6H	0.5476	0.9535	1	1	1	1	1	1	1	2297437.8	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9986	12	12	12	12	12	12	12	3929451.0	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.999	5	5	5	5	5	5	5	4221747.0	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	14	16	16	16	16	16	16	3.058102E7	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.9391	0.9962	1	1	1	1	1	1	1	649072.25	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.9785	0.9987	1	1	1	1	1	1	1	1499891.9	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	0.8435	0.9892	1	1	1	1	1	1	1	463703.62	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	10	12	12	12	12	12	12	2.4884968E7	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9911	5	5	5	5	5	5	5	2223013.5	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.9988	2	2	2	2	2	2	2	5.367966E7	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	34	39	39	39	39	39	39	3.766284E7	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.9989	6	7	7	7	7	7	7	1.4232946E7	
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.999	11	11	11	11	11	11	11	8581951.0	
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens	1:Experimental evidence at protein level	Haptoglobin	1.0	0.9989	11	13	7	13	13	7	13	5.9754784E7	
sp|P00746|CFAD_HUMAN	P00746	CFAD_HUMAN	CFD	253	Homo sapiens	1:Experimental evidence at protein level	Complement factor D	1.0	0.999	6	6	6	6	6	6	6	6588804.5	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.9989	11	12	10	12	12	10	12	2.4210098E7	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.9975	3	3	3	3	3	3	3	3159155.5	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	21	25	25	25	25	25	25	2.866499E7	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	18	26	26	26	26	26	26	2.3120986E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	33	51	50	51	51	50	51	5.50512E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	17	24	24	24	24	24	24	1.04822928E8	
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	Homo sapiens	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	15	20	20	20	20	20	20	1.66622176E8	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	49	65	55	65	65	55	65	6.4877876E7	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	88	122	121	122	122	121	122	1.4819368E8	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.9989	13	13	13	13	13	13	13	2474449.2	
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.9989	2	2	2	2	2	2	2	4967200.0	
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	7	12	12	12	12	12	12	5.653705E8	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	8	9	9	9	9	9	9	3.5616776E7	
sp|P01127|PDGFB_HUMAN	P01127	PDGFB_HUMAN	PDGFB	241	Homo sapiens	1:Experimental evidence at protein level	Platelet-derived growth factor subunit B	1.0	0.9976	1	2	2	2	2	2	2	1561654.4	
sp|P01210|PENK_HUMAN	P01210	PENK_HUMAN	PENK	267	Homo sapiens	1:Experimental evidence at protein level	Proenkephalin-A	1.0	0.999	4	4	4	4	4	4	4	1.6339E7	
sp|P01303|NPY_HUMAN	P01303	NPY_HUMAN	NPY	97	Homo sapiens	1:Experimental evidence at protein level	Pro-neuropeptide Y	1.0	0.9976	2	2	2	2	2	2	2	1935111.8	
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	0.6177	0.9647	1	1	1	1	1	1	1	619005.9	
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-33	0.9828	0.999	1	1	0	1	1	0	1	2366441.2	sp|P01594|KV133_HUMAN
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-5	0.9692	0.9981	1	1	1	1	1	1	1	4008854.5	
sp|P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	0.9999	0.999	2	2	1	2	2	1	2	1.6287532E7	
sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-47	1.0	0.9987	2	2	1	2	2	1	2	1.0466458E7	
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-51	1.0	0.9956	2	2	2	2	2	2	2	6927834.0	
sp|P01703|LV140_HUMAN	P01703	LV140_HUMAN	IGLV1-40	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-40	0.5689	0.9572	1	1	1	1	1	1	1	978430.5	
sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.9999	0.9898	1	2	2	2	2	2	2	1922856.0	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0	0.9985	2	2	0	2	2	0	2	1.6293334E7	sp|P01772|HV333_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0	0.9969	2	3	1	3	3	1	3	6908492.0	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0	0.999	6	6	6	6	6	6	6	3.4469568E8	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0	0.999	9	11	5	11	11	5	11	5.7290362E8	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0	0.999	6	6	5	9	6	5	9	6.9325016E7	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	0.9999	0.999	6	1	1	7	1	1	7	1.5517735E7	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	1.0	0.9989	6	3	3	7	3	3	7	4.8634944E7	
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu	0.91	0.9942	1	1	1	1	1	1	1	514539.88	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	7	7	3	7	7	3	7	1.43279904E8	
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit delta	1.0	0.9989	3	4	0	4	4	0	4	8594356.0	sp|P68871|HBB_HUMAN
